season_id,title,score,eps,area,status,season_type
42104,传颂之物 二人的白皇,9.7,28,海外,全28话,番剧
1231,药师寺凉子的怪奇事件簿,9.3,13,海外,全13话,番剧
23817,Butlers～千年百年物语～,6.8,12,海外,全12话,番剧
6414,UQ HOLDER！悠久持有者 OAD,9.1,3,海外,全3话,番剧
2454,宇宙战舰大和号 2199,9.7,26,海外,全26话,番剧
1039,交响情人梦,9.8,23,海外,全23话,番剧
2840,米老鼠的黑白动画片生涯,9.7,20,海外,全20话,番剧
4677,11eyes,5.7,12,海外,全12话,番剧
26018,索尼克X,9.3,78,海外,全78话,番剧
5076,加速世界 Infinite Burst,8.8,1,海外,全1话,番剧
1247,我家有个狐仙大人,9.6,24,海外,全24话,番剧
5562,无畏魔女,8.7,12,海外,全12话,番剧
91943,爆燃战队奔奔者（中配）,8.8,48,海外,全48话,番剧
24605,前进吧！登山少女 第三季,9.8,13,海外,全13话,番剧
1569,怪盗JOKER 第一季,9.8,13,海外,全13话,番剧
91942,爆燃战队奔奔者,8.7,48,海外,全48话,番剧
41956,奥特英雄传泽塔 英雄之路,9.0,25,海外,全25话,番剧
622,南家三姐妹 欢迎回来,9.6,13,海外,全13话,番剧
47602,排球少年!!垃圾场决战,9.8,0,海外,2024年2月16日上映,番剧
41204,降世神通 第二季,9.8,20,海外,全20话,番剧
729,食梦者。3,9.8,25,海外,全25话,番剧
128624,螺丝钉 第一季+第二季,0.0,104,海外,全104话,番剧
4115,前进吧！登山少女 第二季,9.8,24,海外,全24话,番剧
1233,Sends of Destruction,8.5,13,海外,全13话,番剧
43155,少女手工,9.8,12,海外,全12话,番剧
507,有顶天家族,9.5,13,海外,全13话,番剧
42199,世界末日柴犬为伴,9.7,72,海外,全72话,番剧
3481,我的朋友很少 OAD,9.2,1,海外,全1话,番剧
5973,高校星歌剧 第二季,9.5,12,海外,全12话,番剧
40798,Ｄｒ．ＳＴＯＮＥ 石纪元 粤配版,9.4,24,海外,全24话,番剧
41534,银河英雄传说：全新命题 激战,9.8,12,海外,全12话,番剧
4720,最终幻想VII：降临之子,9.8,1,海外,全1话,番剧
42295,绽放的阿尔斯诺特利亚,9.1,12,海外,全12话,番剧
6497,月色真美 SP,9.7,1,海外,全1话,番剧
6518,春宵苦短，少女前进吧,9.8,1,海外,全1话,番剧
3888,蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,9.5,1,海外,全1话,番剧
2941,潜行吧！奈亚子F,9.7,1,海外,全1话,番剧
34421,满溢的水果挞,9.6,12,海外,全12话,番剧
3220,隐之王,8.9,26,海外,全26话,番剧
27819,酷妹当家,9.7,51,海外,全51话,番剧
904,猫神八百万,9.7,12,海外,全12话,番剧
47077,托马斯和他的朋友们 第二十季 中文配音,0.0,26,海外,全26话,番剧
5540,斯特拉的魔法,9.4,12,海外,全12话,番剧
4498,妖精的尾巴 剧场版 凤凰巫女,9.6,1,海外,全1话,番剧
39333,RE-MAIN：少年与水球,9.5,12,海外,全12话,番剧
2719,枪与假面舞会,7.4,12,海外,全12话,番剧
41037,银河奥特曼S（中配）,8.8,16,海外,全16话,番剧
5512,梦之祭,9.0,12,海外,全12话,番剧
656,初音岛,9.5,26,海外,全26话,番剧
26294,雨色可可side G,8.4,12,海外,全12话,番剧
110,犬神同学和猫山同学,9.7,13,海外,全13话,番剧
3893,哆啦A梦 大雄与奇迹之岛～动物历险记～,9.4,1,海外,全1话,番剧
741,武装神姬,9.5,13,海外,全13话,番剧
41944,银河奥特曼S剧场版 决战！奥特10勇士！！（中配）,8.3,1,海外,全1话,番剧
3571,Little Busters! EX,9.8,8,海外,全8话,番剧
45580,蜡笔小新：决一胜负！逆袭的机器人爸爸,9.8,0,海外,2014年4月19日上映,番剧
47363,布莱泽奥特曼 大电影 大怪兽东京决战,7.0,1,海外,全1话,番剧
120768,汪汪队立大功 第五季,0.0,26,海外,全26话,番剧
34435,体操武士,9.8,11,海外,全11话,番剧
44531,梦比优斯奥特曼&奥特兄弟（中配）,9.4,1,海外,全1话,番剧
38995,隐瞒之事 电影剪辑版,9.8,1,海外,全1话,番剧
526,战姬绝唱SYMPHOGEAR,9.7,13,海外,全13话,番剧
728,食梦者。2,9.7,25,海外,全25话,番剧
41206,降世神通 第三季,9.8,21,海外,全21话,番剧
6375,魔女的考验【日语】,9.6,51,海外,全51话,番剧
47736,忍者龟 风云再起 中文配音,0.0,26,海外,全26话,番剧
3874,蜡笔小新之黑暗珠珠大追击,9.6,1,海外,全1话,番剧
3219,变形金刚2008,9.8,42,海外,全42话,番剧
33021,非枪人生 第二季,9.3,12,海外,全12话,番剧
130006,趣趣知知鸟 第1季 中文配音,0.0,50,海外,全50话,番剧
75403,飞天小女警 第一季,9.8,26,海外,全26话,番剧
25152,NEKOPARA EXTRA 小猫篇（猫娘乐园）,9.8,1,海外,全1话,番剧
25379,此花亭奇谭（中配）,9.3,12,海外,全12话,番剧
47258,马达加斯加企鹅 第二季 中文配音,0.0,39,海外,全39话,番剧
92889,胆大党 中配版,9.5,12,海外,全12话,番剧
44080,大雪海的卡纳,7.4,11,海外,全11话,番剧
44910,命运-冠位指定 -神圣圆桌领域卡美洛- 后篇 圣骑士银之臂,9.8,1,海外,全1话,番剧
42112,LoveLive 爱与演唱会!超级明星!! 第二季,4.0,12,海外,全12话,番剧
6046,MS动画图鉴 第二季,9.6,76,海外,全76话,番剧
46087,圣女魔力无所不能 第二季,8.9,12,海外,全12话,番剧
46088,晚安世界,9.2,12,海外,全12话,番剧
2556,哆啦A梦 大雄的平行西游记,9.1,1,海外,全1话,番剧
41297,海岬的迷途之家 ,9.1,0,海外,2021年8月27日上映,番剧
3476,魔法少女☆伊莉雅 OVA,9.3,1,海外,全1话,番剧
42201,新 东京猫猫,6.3,24,海外,全24话,番剧
38259,影宅,0.0,0,海外,,番剧
617,花牌情缘 第二季,8.6,25,海外,全25话,番剧
39791,Q版猫和老鼠 第三季,9.3,39,海外,全39话,番剧
42188,顶点!!!!!!!!!!!!!!!,9.7,11,海外,全11话,番剧
43897,功夫熊猫 第一季 中文配音,0.0,26,海外,全26话,番剧
23821,棒球大联盟 2,9.5,25,海外,全25话,番剧
41955,艾克斯奥特曼剧场版 来了！我们的奥特曼（中配）,9.1,1,海外,全1话,番剧
3881,蜡笔小新 呼风唤雨！战国大合战,9.8,1,海外,全1话,番剧
42326,哥斯拉：决战之都,7.8,0,海外,2018年5月18日上映,番剧
42652,犬夜叉剧场版 穿越时空的思念,9.8,1,海外,全1话,番剧
1862,枪心剑刃,9.5,26,海外,全26话,番剧
47260,马达加斯加企鹅 第三季 中文配音,0.0,15,海外,全15话,番剧
1338,MYSELF;YOURSELF,9.4,13,海外,全13话,番剧
2144,最游记,9.6,50,海外,全50话,番剧
48833,极速车魂 第二季,9.3,12,海外,全12话,番剧
35182,Love Live! 学园偶像 电影,9.8,1,海外,全1话,番剧
45691,旅程,4.8,0,海外,2021年6月25日上映,番剧
5787,偶像选举,8.2,12,海外,全12话,番剧
29359,猎龙飞船,8.8,12,海外,全12话,番剧
42106,惑星公主蜥蜴骑士,7.7,24,海外,全24话,番剧
443,黄金拼图,9.7,12,海外,全12话,番剧
1781,极速方程式,9.8,52,海外,全52话,番剧
47734,忍者龟 第五季 中文配音,0.0,20,海外,全20话,番剧
3465,Concrete Revolutio 超人幻想 第二季,9.4,12,海外,全12话,番剧
1560,灵感！,9.7,13,海外,全13话,番剧
113129,搞怪兄弟弗拉德与尼基,0.0,50,海外,全50话,番剧
25610,RErideD-穿越时空的德理达,7.5,12,海外,全12话,番剧
2774,牙狼 -红莲之月-,8.0,24,海外,全24话,番剧
1302,SOLA,9.4,13,海外,全13话,番剧
75425,飞天小女警 第二季 中文配音,9.1,26,海外,全26话,番剧
5560,魔法少女什么的已经够了啦。第二季,9.2,12,海外,全12话,番剧
36291,装甲娘战机,8.3,12,海外,全12话,番剧
23851,琴之森,9.5,12,海外,全12话,番剧
47989,天线宝宝向前冲！（下）  中文配音,0.0,26,海外,全26话,番剧
25101,剧场版 Free!-Timeless Medley,9.6,2,海外,全2话,番剧
4368,苍翼默示录 Alter Memory,9.2,12,海外,全12话,番剧
1550,雨色可可,8.2,12,海外,全12话,番剧
91100,前桥魔女,9.8,12,海外,全12话,番剧
34424,攀岩少女！,9.0,12,海外,全12话,番剧
26771,在世界尽头咏唱恋曲的少女YU-NO,6.5,26,海外,全26话,番剧
106,迷你偶像,9.5,64,海外,全64话,番剧
28547,放学后桌游俱乐部,9.3,12,海外,全12话,番剧
43149,银河英雄传说：全新命题 策谋,9.9,12,海外,全12话,番剧
2927,花开伊吕波 Home Sweet Home,9.8,1,海外,全1话,番剧
24618,千枪士,5.8,13,海外,全13话,番剧
3586,山田君与7人魔女 OAD,9.6,2,海外,全2话,番剧
45828,男子游泳部：最后一击！前篇,9.3,0,海外,2021年9月17日上映,番剧
48656,再见龙生，你好人生,8.3,12,海外,全12话,番剧
2098,X战记,9.4,25,海外,全25话,番剧
26350,环战公主 CIRCLET PRINCESS,7.2,12,海外,全12话,番剧
43899,功夫熊猫 第二季 中文配音,0.0,23,海外,全23话,番剧
3008,星际牛仔 天国之扉,9.8,1,海外,全1话,番剧
1843,凉风,8.5,26,海外,全26话,番剧
46157,托马斯和他的朋友们 第二十五季（下）（中文配音）,0.0,26,海外,全26话,番剧
33597,列比乌斯/Levius,9.4,12,海外,全12话,番剧
42120,特利迦奥特曼 泽塔篇（中配）,8.6,1,海外,全1话,番剧
2594,偶像大师 灰姑娘女孩 第2期,9.2,12,海外,全12话,番剧
109010,大叔新人冒险者，被最强小队往死里锻炼后变无敌了,9.5,12,海外,全12话,番剧
5441,比得兔（特别篇）,0.0,5,海外,全5话,番剧
47079,托马斯和他的朋友们 第二十一季 中文配音,0.0,20,海外,全20话,番剧
3872,哆啦A梦 新大雄的恐龙,9.5,1,海外,全1话,番剧
2068,拜托了！老师,8.8,13,海外,全13话,番剧
26632,剧场版 悠哉日常大王 Vacation,9.9,1,海外,全1话,番剧
3957,勇者王GaoGaiGar Final,9.8,8,海外,全8话,番剧
1823,勇者王GAOGAIGAR,9.8,49,海外,全49话,番剧
86136,飞天小女警 第五季 中文配音,8.6,34,海外,全34话,番剧
28568,歌塑世界,9.1,12,海外,全12话,番剧
158244,小猪佩奇之好习惯养成 中文配音,0.0,25,海外,全25话,番剧
3900,哆啦A梦 新·大雄与铁人兵团～振翅吧天使们～,9.7,1,海外,全1话,番剧
5545,怪盗Joker 第四季,9.8,13,海外,全13话,番剧
41039,奥特银河格斗 新生代英雄（中配）,8.6,13,海外,全13话,番剧
38240,卡片战斗先导者overDress,7.2,25,海外,全25话,番剧
6474,URAHARA,8.3,12,海外,全12话,番剧
1308,小女神花铃,9.7,26,海外,全26话,番剧
40753,干物妹！小埋 粤配版,9.5,12,海外,全12话,番剧
676,鸭子的生活,9.8,34,海外,全34话,番剧
3490,问题儿童都来自异世界？ OVA 温泉漫游记,9.5,1,海外,全1话,番剧
3396,×××HOLiC 仲夏夜之梦,9.7,1,海外,全1话,番剧
5206,弱酸性百万亚瑟王,9.4,48,海外,全48话,番剧
28777,超级小白（中配）,9.3,48,海外,全48话,番剧
48012,天穗之咲稻姬,9.4,13,海外,全13话,番剧
34676,春日望和安斋由香里的Do YU~NO~ the Radio,9.7,23,海外,全23话,番剧
107770,Yakka Dee 开口说英语 第二季,0.0,20,海外,全20话,番剧
2091,热带雨林的爆笑生活,9.5,26,海外,全26话,番剧
739,CØDE:BREAKER 法外制裁者,5.9,13,海外,全13话,番剧
21718,樱花忍法帖,5.0,24,海外,全24话,番剧
73658,海底小纵队 第六季,0.0,26,海外,全26话,番剧
91778,搞笑漫画日和GO,9.5,12,海外,全12话,番剧
2599,VENUS PROJECT -CLIMAX-,8.0,6,海外,全6话,番剧
25234,机动战士高达 暮光的阿克西斯 红色残影,8.0,1,海外,全1话,番剧
41957,奥特英雄传泽塔 英雄之路（中配）,0.0,25,海外,全25话,番剧
100887,真·武士传,9.4,24,海外,全24话,番剧
3878,哆啦A梦 新大雄的宇宙开拓史,9.3,1,海外,全1话,番剧
1570,怪盗JOKER 第二季,9.8,13,海外,全13话,番剧
2325,魔法骑士,9.5,49,海外,全49话,番剧
5028,SHOW BY ROCK!! Short!!,9.1,12,海外,全12话,番剧
38418,欧布奥特曼 原生之初（中配）,4.7,12,海外,全12话,番剧
24632,音乐少女,7.8,12,海外,全12话,番剧
47215,红辣椒,9.7,0,海外,2006年9月2日上映,番剧
3807,破刃之剑,8.3,12,海外,全12话,番剧
3870,蜡笔小新之布里布里王国的秘密宝藏,9.6,1,海外,全1话,番剧
4435,旋风管家 Cuties,9.5,12,海外,全12话,番剧
5521,Classica Loid,9.5,25,海外,全25话,番剧
2729,温泉幼精箱根酱,8.4,13,海外,全13话,番剧
123730,新猫和老鼠 第五季 中文配音,0.0,13,海外,全13话,番剧
29051,机动战士高达 THE ORIGIN VI：红色彗星的诞生,9.8,1,海外,全1话,番剧
68585,刀剑神域外传：暴风之铳 第二季,9.0,12,海外,全12话,番剧
26277,B-PROJECT～绝顶＊Emotion～,8.1,12,海外,全12话,番剧
34598,BT21 UNIVERSE动画 第二季,0.0,15,海外,全15话,番剧
6369,猎人 剧场版 最后的任务,5.8,1,海外,全1话,番剧
44154,天线宝宝：准备出发,0.0,10,海外,全10话,番剧
25806,宇宙战舰提拉米斯II,9.5,17,海外,全17话,番剧
28048,高校星歌剧 第三季,9.6,12,海外,全12话,番剧
1112,秀逗魔导士 第一季,9.8,26,海外,全26话,番剧
1568,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,8.7,10,海外,全10话,番剧
4060,笑对阴天,9.4,12,海外,全12话,番剧
5621,斩首循环 蓝色学者与戏言跟班,9.5,8,海外,全8话,番剧
212,头文字D Final Stage,9.7,4,海外,全4话,番剧
33077,BT21 UNIVERSE动画,9.8,9,海外,全9话,番剧
527,战姬绝唱SYMPHOGEAR G,9.7,13,海外,全13话,番剧
5966,偶像大师灰姑娘剧场,9.3,26,海外,全26话,番剧
44911,四月是你的谎言 粤配版,9.5,22,海外,全22话,番剧
1004,钢铁侠,3.3,12,海外,全12话,番剧
34417,光之战记－ZUERST－,9.4,12,海外,全12话,番剧
29307,A3!满开剧团,9.4,12,海外,全12话,番剧
2308,街头霸王2 V,9.3,29,海外,全29话,番剧
3871,蜡笔小新之云黑斋的野心,9.5,1,海外,全1话,番剧
39464,蓝色时期,9.6,12,海外,全12话,番剧
1300,彩云国物语 第二季,9.5,39,海外,全39话,番剧
1187,超时空要塞 Macross,9.6,36,海外,全36话,番剧
1836,武器种族传说,9.6,26,海外,全26话,番剧
3491,HELLO!! 黄金拼图,9.8,12,海外,全12话,番剧
612,闪电十一人 GO,9.3,47,海外,全47话,番剧
109018,我要招架一切 逆向误解的世界最强梦想成为冒险者,9.2,12,海外,全12话,番剧
6332,咕噜咕噜魔法阵 新系列,9.6,24,海外,全24话,番剧
222,未来卡 搭档对战,9.6,64,海外,全64话,番剧
2579,创圣的大天使LOGOS,7.5,26,海外,全26话,番剧
31861,BanG Dream! 梦想协奏曲 电影演唱会,9.8,1,海外,全1话,番剧
24619,梦王国与沉睡的100王子,7.8,12,海外,全12话,番剧
46151,托马斯和他的朋友们 第二十三季 中文配音,0.0,23,海外,全23话,番剧
1727,迷你偶像 2期,9.6,74,海外,全74话,番剧
109851,嗨！道奇 第五季（上） 中文配音,0.0,20,海外,全20话,番剧
32934,宝可梦 就决定是你了！,9.6,1,海外,全1话,番剧
6480,宝可梦 光环的超魔神胡帕,9.2,1,海外,全1话,番剧
1535,魔法少女奈叶,9.8,13,海外,全13话,番剧
27064,机动战士高达 THE ORIGIN I：苍瞳的卡斯巴尔,9.8,1,海外,全1话,番剧
5239,剧场版「High☆Speed! -Free! Starting Days-」,9.7,1,海外,全1话,番剧
2557,哆啦A梦 大雄与日本诞生,9.5,1,海外,全1话,番剧
33863,月歌。THE ANIMATION2,8.0,13,海外,全13话,番剧
2566,哆啦A梦 大雄的太阳王传说,9.5,1,海外,全1话,番剧
36285,2.43清阴高中男子排球社,8.6,12,海外,全12话,番剧
41032,泰迦奥特曼剧场版 新生代之巅,5.3,1,海外,全1话,番剧
163,罗德岛战记-英雄骑士传-,9.4,27,海外,全27话,番剧
3852,潜行吧！奈亚子W OVA,9.6,1,海外,全1话,番剧
45122,雷古洛思奥特曼（中配）,8.0,3,海外,全3话,番剧
3377,薄樱鬼 御伽草子,9.6,12,海外,全12话,番剧
2996,君吻Pure Rouge,8.3,25,海外,全25话,番剧
47831,睡衣小英雄 第五季,0.0,52,海外,全52话,番剧
644,AKB0048 第二季,9.7,13,海外,全13话,番剧
32935,宝可梦 我们的故事,9.4,1,海外,全1话,番剧
2204,超级酷乐猫,9.8,66,海外,全66话,番剧
25368,吉尔伽美什,8.2,26,海外,全26话,番剧
6473,宇宙战舰大和号2202 爱的战士,9.2,0,海外,,番剧
41030,奥特英雄传 赛罗与捷德,9.2,23,海外,全23话,番剧
26880,叛逆性百万亚瑟王 第二季,9.4,14,海外,全14话,番剧
6319,18if 梦境异闻录,8.6,13,海外,全13话,番剧
5456,剧场版 快要坏掉的八音盒,9.6,1,海外,全1话,番剧
3292,快要坏掉的八音盒,9.6,3,海外,全3话,番剧
28709,网球王子 BEST GAMES!!,0.0,3,海外,全3话,番剧
4341,旋风管家 CAN'T TAKE MY EYES OFF YOU,9.3,12,海外,全12话,番剧
983,刀语,9.6,12,海外,全12话,番剧
84,荷包蛋的蛋黄什么时候戳破才好？,9.2,4,海外,全4话,番剧
1066,DARKER THAN BLACK -黑之契约者- 外传,9.7,4,海外,全4话,番剧
47828,极速车魂,9.1,12,海外,全12话,番剧
31854,Q版！黑色四叶草,9.7,8,海外,全8话,番剧
33457,Free!-Road to the World-梦,9.7,1,海外,全1话,番剧
43815,英雄传说：闪之轨迹,8.3,12,海外,全12话,番剧
1410,心跳回忆 ONLY LOVE,9.4,25,海外,全25话,番剧
5250,纯情房东俏房客 Again,9.3,3,海外,全3话,番剧
2952,魔女的考验【中文】,9.5,51,海外,全51话,番剧
6398,BanG Dream! OVA,9.1,1,海外,全1话,番剧
33312,Re:Stage！Dream Days♪,9.8,12,海外,全12话,番剧
2319,鬼神童子ZENKI,9.6,51,海外,全51话,番剧
1340,逮捕令 第一季,9.7,51,海外,全51话,番剧
5385,猪猪秀 第三季,0.0,34,海外,全34话,番剧
41949,赛文加格斗（中配）,8.8,7,海外,全7话,番剧
34241,斩服少女 OAD,9.9,1,海外,全1话,番剧
2980,BLACK CAT,9.4,24,海外,全24话,番剧
1292,天元突破 红莲螺岩 剧场版,9.8,2,海外,全2话,番剧
122262,爱探险的朵拉 第一季 中文配音,0.0,25,海外,全25话,番剧
5034,龙收藏,9.4,51,海外,全51话,番剧
4124,普通女高中生要做当地偶像,9.7,12,海外,全12话,番剧
2597,东京教父,9.8,1,海外,全1话,番剧
103738,安迪的恐龙冒险 中文配音,9.9,20,海外,全20话,番剧
519,现视研 二代目,9.5,13,海外,全13话,番剧
2554,哆啦A梦 大雄与铁人兵团,9.6,1,海外,全1话,番剧
2549,哆啦A梦 大雄的恐龙,9.5,1,海外,全1话,番剧
45996,剧场版 假面骑士时王 超越时间,6.0,1,海外,全1话,番剧
25001,特别版 Free!-Take Your Marks-,9.7,1,海外,全1话,番剧
105864,海底小纵队 第十季,0.0,26,海外,全26话,番剧
1928,小魔女蒙娜,9.8,65,海外,全65话,番剧
99688,丁丁历险记 第一季,9.8,13,海外,全13话,番剧
2568,哆啦A梦 大雄的猫狗时空传,9.7,1,海外,全1话,番剧
1333,龙鸣,5.1,26,海外,全26话,番剧
48848,星球大战：幻境 第一季,9.1,9,海外,全9话,番剧
2593,洲崎西 THE ANIMATION,9.4,12,海外,全12话,番剧
3455,甘城光辉游乐园 SP 激动人心小剧场,9.7,7,海外,全7话,番剧
45177,新·奥特Q,9.7,12,海外,全12话,番剧
23775,网球王子 过去和未来的信息,9.2,4,海外,全4话,番剧
26460,怪物猎人物语 RIDE ON 第二季,9.3,27,海外,全27话,番剧
79667,无名记忆 第二季,9.2,12,海外,全12话,番剧
3484,心灵侦探八云,8.9,13,海外,全13话,番剧
3262,湾岸MIDNIGHT,9.7,26,海外,全26话,番剧
3803,史上最强弟子兼一 OVA,9.1,11,海外,全11话,番剧
45840,蓝精灵 中文配音,9.7,272,海外,全272话,番剧
106421,布鲁伊迷你剧 第一季,0.0,20,海外,全20话,番剧
2987,白色相簿 下半篇章,9.5,13,海外,全13话,番剧
46141,银河奥特曼（中配）,9.4,11,海外,全11话,番剧
46142,欧布奥特曼 英雄传,9.2,26,海外,全26话,番剧
5468,闪电十一人 第三季 日语,9.7,60,中国,全60话,番剧
1420,魔法老师涅吉! 第一季,9.0,26,海外,全26话,番剧
2857,邻座的怪同学 OAD,9.6,1,海外,全1话,番剧
2794,家有穆珂,9.5,25,海外,全25话,番剧
45989,美味派对 光之美少女,7.2,45,海外,全45话,番剧
36389,小不点社长,9.5,15,海外,全15话,番剧
47986,假面骑士圣刃（中配）,9.3,48,海外,全48话,番剧
3502,魔女的使命 OVA,9.3,1,海外,全1话,番剧
1394,备长炭,9.9,12,海外,全12话,番剧
5297,千年女优,9.8,1,海外,全1话,番剧
6384,火影忍者舞台剧 虹桥艺术中心采访篇,0.0,1,海外,全1话,番剧
39442,桃子男孩渡海而来 正序版,7.0,12,海外,全12话,番剧
38366,妖怪手表,9.1,97,海外,全97话,番剧
41952,捷德奥特曼剧场版 连接吧！心愿！！,7.1,1,海外,全1话,番剧
47518,数码宝贝02：最初的召唤,9.3,0,海外,2024年4月20日上映,番剧
33809,魔法律事务所 第二季,8.6,12,海外,全12话,番剧
33059,厨神小当家2（中配）,6.7,12,海外,全12话,番剧
4098,尸者的帝国,8.4,1,海外,全1话,番剧
2683,萝球社！SS,9.4,12,海外,全12话,番剧
43901,功夫熊猫 第三季,0.0,27,海外,全27话,番剧
4384,大怪兽RUSH,9.6,13,海外,全13话,番剧
1731,VIVIDRED OPERATION,9.3,12,海外,全12话,番剧
47312,小马宝莉：我的可爱标志,5.9,31,海外,全31话,番剧
26782,CANNON BUSTERS,7.0,12,海外,全12话,番剧
68586,青之驱魔师 雪之尽头篇,9.2,12,海外,全12话,番剧
45130,赛罗奥特曼剧场版 超决战！贝利亚银河帝国,9.8,1,海外,全1话,番剧
1983,真月谭月姬,8.1,12,海外,全12话,番剧
5486,星梦手记,7.2,12,海外,全12话,番剧
2567,哆啦A梦 大雄与风之使者,9.6,1,海外,全1话,番剧
148347,超常技能开启奇幻世界美食之旅 第二季（中配版）,9.3,12,海外,全12话,番剧
47744,剧场版 黑色四叶草 魔法帝之剑,9.8,1,海外,全1话,番剧
45829,男子游泳部：最后一击！后篇,9.6,0,海外,2022年4月22日上映,番剧
2480,阿尔卑斯山的少女,9.8,50,海外,全50话,番剧
28621,美妙射击部,9.4,12,海外,全12话,番剧
5758,宝可梦 超梦的逆袭,9.4,1,海外,全1话,番剧
1255,幻影少年,9.3,24,海外,全24话,番剧
1876,人鱼的旋律Pure,9.1,39,海外,全39话,番剧
47693,天线宝宝向前冲！ 中文配音,0.0,25,海外,全25话,番剧
1262,Stories of Last Letter,9.5,13,海外,全13话,番剧
920,玛莉亚†狂热,9.5,12,海外,全12话,番剧
3668,颠倒的帕特玛,9.7,1,海外,全1话,番剧
26295,兽娘动物园 2,2.2,12,海外,全12话,番剧
97527,小马宝莉 友谊魔法 第六季,9.6,26,海外,全26话,番剧
2547,小魔女学园,9.7,1,海外,全1话,番剧
26714,鲁邦三世：次元大介的墓标,9.7,1,海外,全1话,番剧
5158,侦探学园Q,9.5,45,海外,全45话,番剧
43151,前进吧！登山少女 第四季,9.8,12,海外,全12话,番剧
3584,浪客剑心 新京都篇,7.5,2,海外,全2话,番剧
827,足球骑士,8.8,37,海外,全37话,番剧
47239,假面骑士 平成世代 终章 创骑与艾克赛德联手传奇骑士,9.7,1,海外,全1话,番剧
47346,假面骑士零一（中配）,6.6,46,海外,全46话,番剧
36288,世界魔女出发！,9.4,12,海外,全12话,番剧
162,罗德岛战记,9.5,13,海外,全13话,番剧
43631, 天线宝宝无处不在 第一季 中文配音,0.0,13,海外,全13话,番剧
1674,竖笛与双肩书包 2♪,9.6,13,海外,全13话,番剧
5537,伯纳德小姐说。,9.3,12,海外,全12话,番剧
45986,希德尼娅的骑士：织爱之星,9.8,0,海外,2021年5月14日上映,番剧
2541,Punch Line,9.2,12,海外,全12话,番剧
3771,Candy☆Boy OVA,9.7,1,海外,全1话,番剧
1789,CANDY BOY,9.8,9,海外,全9话,番剧
41324,洛克人：全面充能 第一季 中文配音,6.8,52,海外,全52话,番剧
41387,高达创造者 战斗部落,7.1,6,海外,全6话,番剧
4446,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,9.7,1,海外,全1话,番剧
46689,迪迦奥特曼・戴拿奥特曼&盖亚奥特曼 超时空大决战,9.8,1,海外,全1话,番剧
43165,机动战士高达：水星的魔女,0.0,0,海外,,番剧
3751,校园迷糊大王 三学期,9.6,2,海外,全2话,番剧
2079,翼神传说,9.1,26,海外,全26话,番剧
45998,假面骑士时王 下一刻 王权盖茨,8.2,1,海外,全1话,番剧
24745,灰与幻想的格林姆迦尔 OVA,9.8,1,海外,全1话,番剧
29043,机动战士高达 THE ORIGIN V：激战 鲁姆会战,9.7,1,海外,全1话,番剧
5941,Hello Kitty的天堂,9.6,30,海外,全30话,番剧
38378,明日之丈 第二季,9.8,47,海外,全47话,番剧
2552,哆啦A梦 大雄的海底鬼岩城,9.6,1,海外,全1话,番剧
23919,重神机潘多拉（中配）,7.1,26,海外,全26话,番剧
995,海月姬,9.3,11,海外,全11话,番剧
40873,川尻小玉的懒散生活,9.1,24,海外,全24话,番剧
97525,小马宝莉 友谊魔法 第七季,9.3,26,海外,全26话,番剧
3673,阿茹茉妮,9.6,1,海外,全1话,番剧
36388,剧场版 BEM BECOME HUMAN,9.0,1,海外,全1话,番剧
38339,地球先锋队（中配版）,7.7,51,海外,全51话,番剧
947,LEVEL E,9.7,13,海外,全13话,番剧
45057,致深爱你的那个我,8.7,0,海外,2022年10月7日上映,番剧
47255,马达加斯加企鹅 第一季,9.9,26,海外,全26话,番剧
39607,春 ,8.6,0,海外,2013年6月8日上映,番剧
4319,魔法少女☆伊莉雅 2wei Herz! SP,9.3,5,海外,全5话,番剧
47741,变形金刚：赛博坦传奇 第三季 中文配音,0.0,26,海外,全26话,番剧
695,创圣的大天使,8.8,26,海外,全26话,番剧
4342,超速变形螺旋杰特,9.1,51,海外,全51话,番剧
132124,蝙蝠交通工具 第一季 中文配音,0.0,40,海外,全40话,番剧
6070,变形少女,9.2,5,海外,全5话,番剧
1118,源氏物语千年纪 Genji,9.2,11,海外,全11话,番剧
1557,吸血鬼福尔摩斯,8.0,12,海外,全12话,番剧
102079,禁止出入的鼹鼠,9.8,12,海外,全12话,番剧
2954,拽妹黛薇儿 第二季,9.8,13,海外,全13话,番剧
5412,浪客剑心 （中配）,8.4,94,海外,全94话,番剧
88051,假面骑士艾克赛德（中配）,9.1,45,海外,全45话,番剧
112820,扭曲仙境,9.4,8,海外,全8话,番剧
3543,青之驱魔师 剧场版,9.2,1,海外,全1话,番剧
76142,咱们裸熊 第一季 中文配音,0.0,26,海外,全26话,番剧
3443,黑子的篮球 第2期 OVA,9.4,1,海外,全1话,番剧
41533,舞动不止,8.9,11,海外,全11话,番剧
76143,咱们裸熊 第一季,9.8,26,海外,全26话,番剧
2656,绝对防卫利维坦,9.0,13,海外,全13话,番剧
47341,小猪佩奇 迷你剧 第一季,0.0,10,海外,全10话,番剧
91814,战队大失格 第二季,8.1,12,海外,全12话,番剧
48343,米奇妙妙世界 第一季 中文配音,0.0,20,海外,全20话,番剧
